user_id,event_type,event_date
128,signup,2023-05-17
128,login,2023-05-18
128,view_product,2023-05-19
128,add_to_cart,2023-05-20
128,purchase,2023-05-20
129,signup,2023-01-15
129,login,2023-01-16
129,view_product,2023-01-17
129,add_to_cart,2023-01-18
130,signup,2023-03-31
130,login,2023-03-31
130,view_product,2023-04-01
130,add_to_cart,2023-04-01
131,signup,2023-02-11
131,login,2023-02-12
131,view_product,2023-02-12
131,add_to_cart,2023-02-13
132,signup,2023-05-04
132,login,2023-05-06
132,view_product,2023-05-07
132,add_to_cart,2023-05-08
132,purchase,2023-05-09
133,signup,2023-06-28
133,login,2023-06-30
133,view_product,2023-06-30
133,add_to_cart,2023-06-30
134,signup,2023-03-04
134,login,2023-03-06
134,view_product,2023-03-07
135,signup,2023-04-06
135,login,2023-04-08
135,view_product,2023-04-09
136,signup,2023-02-21
136,login,2023-02-21
137,signup,2023-04-06
137,login,2023-04-06
137,view_product,2023-04-07
137,add_to_cart,2023-04-08
138,signup,2023-05-12
138,login,2023-05-12
138,view_product,2023-05-12
138,add_to_cart,2023-05-12
138,purchase,2023-05-13
139,signup,2023-05-31
139,login,2023-06-01
140,signup,2023-05-23
140,login,2023-05-25
140,view_product,2023-05-25
140,add_to_cart,2023-05-25
141,signup,2023-06-20
141,login,2023-06-21
142,signup,2023-01-29
142,login,2023-01-29
142,view_product,2023-01-31
142,add_to_cart,2023-01-31
142,purchase,2023-01-31
143,signup,2023-02-05
143,login,2023-02-07
143,view_product,2023-02-09
144,signup,2023-01-13
144,login,2023-01-15
144,view_product,2023-01-17
144,add_to_cart,2023-01-17
145,signup,2023-06-09
146,signup,2023-03-12
147,signup,2023-03-27
148,signup,2023-01-28
148,login,2023-01-29
148,view_product,2023-01-30
149,signup,2023-03-07
149,login,2023-03-08
150,signup,2023-06-19
151,signup,2023-02-14
151,login,2023-02-16
151,view_product,2023-02-18
151,add_to_cart,2023-02-19
152,signup,2023-03-03
152,login,2023-03-03
152,view_product,2023-03-04
153,signup,2023-05-14
153,login,2023-05-16
153,view_product,2023-05-17
154,signup,2023-01-28
154,login,2023-01-28
154,view_product,2023-01-29
155,signup,2023-01-28
155,login,2023-01-29
156,signup,2023-04-18
156,login,2023-04-19
156,view_product,2023-04-19
157,signup,2023-02-13
157,login,2023-02-13
157,view_product,2023-02-13
157,add_to_cart,2023-02-13
158,signup,2023-03-25
158,login,2023-03-27
158,view_product,2023-03-29
158,add_to_cart,2023-03-29
158,purchase,2023-03-30
159,signup,2023-01-30
159,login,2023-01-30
159,view_product,2023-01-31
159,add_to_cart,2023-02-01
160,signup,2023-03-16
160,login,2023-03-16
160,view_product,2023-03-16
160,add_to_cart,2023-03-16
161,signup,2023-05-08
161,login,2023-05-09
162,signup,2023-04-02
162,login,2023-04-04
162,view_product,2023-04-04
163,signup,2023-05-09
163,login,2023-05-09
163,view_product,2023-05-09
163,add_to_cart,2023-05-10
164,signup,2023-05-01
164,login,2023-05-02
164,view_product,2023-05-02
164,add_to_cart,2023-05-03
165,signup,2023-01-27
165,login,2023-01-29
165,view_product,2023-01-31
165,add_to_cart,2023-01-31
166,signup,2023-05-01
166,login,2023-05-01
166,view_product,2023-05-02
166,add_to_cart,2023-05-02
166,purchase,2023-05-02
167,signup,2023-04-26
167,login,2023-04-27
167,view_product,2023-04-27
167,add_to_cart,2023-04-28
168,signup,2023-01-03
168,login,2023-01-03
168,view_product,2023-01-03
169,signup,2023-04-13
169,login,2023-04-15
169,view_product,2023-04-17
169,add_to_cart,2023-04-18
170,signup,2023-06-04
170,login,2023-06-06
170,view_product,2023-06-08
171,signup,2023-05-17
171,login,2023-05-19
171,view_product,2023-05-19
172,signup,2023-03-03
172,login,2023-03-04
172,view_product,2023-03-05
172,add_to_cart,2023-03-05
173,signup,2023-06-14
173,login,2023-06-15
173,view_product,2023-06-15
173,add_to_cart,2023-06-15
173,purchase,2023-06-15
174,signup,2023-02-20
174,login,2023-02-21
174,view_product,2023-02-23
174,add_to_cart,2023-02-23
174,purchase,2023-02-24
175,signup,2023-06-21
175,login,2023-06-21
175,view_product,2023-06-23
176,signup,2023-06-01
176,login,2023-06-03
176,view_product,2023-06-05
176,add_to_cart,2023-06-05
177,signup,2023-02-28
177,login,2023-03-01
178,signup,2023-04-28
178,login,2023-04-29
178,view_product,2023-04-30
178,add_to_cart,2023-04-30
178,purchase,2023-05-01
179,signup,2023-06-09
179,login,2023-06-10
180,signup,2023-04-06
180,login,2023-04-07
181,signup,2023-06-29
181,login,2023-06-29
182,signup,2023-04-23
182,login,2023-04-23
182,view_product,2023-04-24
182,add_to_cart,2023-04-25
183,signup,2023-03-03
183,login,2023-03-04
183,view_product,2023-03-06
183,add_to_cart,2023-03-07
184,signup,2023-02-21
184,login,2023-02-21
185,signup,2023-01-12
185,login,2023-01-13
185,view_product,2023-01-15
186,signup,2023-02-08
186,login,2023-02-10
186,view_product,2023-02-12
187,signup,2023-05-10
187,login,2023-05-12
187,view_product,2023-05-14
188,signup,2023-05-11
188,login,2023-05-11
188,view_product,2023-05-13
188,add_to_cart,2023-05-13
189,signup,2023-04-23
189,login,2023-04-25
189,view_product,2023-04-25
190,signup,2023-04-11
190,login,2023-04-11
190,view_product,2023-04-11
190,add_to_cart,2023-04-11
190,purchase,2023-04-11
191,signup,2023-04-23
191,login,2023-04-25
191,view_product,2023-04-26
191,add_to_cart,2023-04-27
192,signup,2023-03-22
192,login,2023-03-22
192,view_product,2023-03-22
192,add_to_cart,2023-03-22
193,signup,2023-04-23
193,login,2023-04-24
193,view_product,2023-04-26
193,add_to_cart,2023-04-26
193,purchase,2023-04-27
194,signup,2023-01-02
195,signup,2023-05-10
195,login,2023-05-11
195,view_product,2023-05-11
195,add_to_cart,2023-05-12
196,signup,2023-02-23
196,login,2023-02-25
196,view_product,2023-02-27
196,add_to_cart,2023-02-28
196,purchase,2023-02-28
197,signup,2023-03-28
198,signup,2023-05-09
198,login,2023-05-10
198,view_product,2023-05-11
199,signup,2023-05-27
199,login,2023-05-27
200,signup,2023-05-06
200,login,2023-05-08
200,view_product,2023-05-10
201,signup,2023-05-10
201,login,2023-05-10
201,view_product,2023-05-11
201,add_to_cart,2023-05-12
202,signup,2023-02-22
202,login,2023-02-24
202,view_product,2023-02-24
202,add_to_cart,2023-02-25
202,purchase,2023-02-26
203,signup,2023-06-21
203,login,2023-06-22
203,view_product,2023-06-23
203,add_to_cart,2023-06-23
204,signup,2023-06-09
204,login,2023-06-10
204,view_product,2023-06-10
204,add_to_cart,2023-06-11
204,purchase,2023-06-11
205,signup,2023-06-09
205,login,2023-06-11
205,view_product,2023-06-13
206,signup,2023-03-09
206,login,2023-03-09
206,view_product,2023-03-10
207,signup,2023-05-03
207,login,2023-05-03
208,signup,2023-05-25
208,login,2023-05-25
208,view_product,2023-05-25
208,add_to_cart,2023-05-26
208,purchase,2023-05-26
209,signup,2023-02-07
209,login,2023-02-08
209,view_product,2023-02-08
210,signup,2023-01-24
210,login,2023-01-26
210,view_product,2023-01-26
210,add_to_cart,2023-01-26
210,purchase,2023-01-26
211,signup,2023-03-10
211,login,2023-03-10
211,view_product,2023-03-10
212,signup,2023-04-26
212,login,2023-04-26
212,view_product,2023-04-26
213,signup,2023-04-08
214,signup,2023-05-19
214,login,2023-05-20
215,signup,2023-05-24
215,login,2023-05-26
216,signup,2023-04-07
216,login,2023-04-09
216,view_product,2023-04-10
217,signup,2023-05-04
217,login,2023-05-05
218,signup,2023-03-11
218,login,2023-03-11
218,view_product,2023-03-12
219,signup,2023-04-03
220,signup,2023-01-03
220,login,2023-01-04
221,signup,2023-05-28
222,signup,2023-06-13
222,login,2023-06-15
222,view_product,2023-06-17
222,add_to_cart,2023-06-18
222,purchase,2023-06-19
223,signup,2023-05-27
223,login,2023-05-27
223,view_product,2023-05-28
223,add_to_cart,2023-05-28
223,purchase,2023-05-29
224,signup,2023-03-31
224,login,2023-04-02
224,view_product,2023-04-04
225,signup,2023-05-27
225,login,2023-05-27
225,view_product,2023-05-29
225,add_to_cart,2023-05-30
225,purchase,2023-05-30
226,signup,2023-05-28
226,login,2023-05-30
226,view_product,2023-06-01
226,add_to_cart,2023-06-01
227,signup,2023-04-06
227,login,2023-04-06
228,signup,2023-02-21
228,login,2023-02-21
228,view_product,2023-02-23
228,add_to_cart,2023-02-24
228,purchase,2023-02-25
229,signup,2023-06-10
229,login,2023-06-12
229,view_product,2023-06-12
230,signup,2023-06-17
230,login,2023-06-18
230,view_product,2023-06-18
230,add_to_cart,2023-06-19
230,purchase,2023-06-19
231,signup,2023-05-08
231,login,2023-05-09
231,view_product,2023-05-09
231,add_to_cart,2023-05-09
232,signup,2023-02-08
233,signup,2023-03-23
233,login,2023-03-24
233,view_product,2023-03-24
234,signup,2023-04-14
234,login,2023-04-15
234,view_product,2023-04-15
235,signup,2023-05-09
235,login,2023-05-09
235,view_product,2023-05-10
236,signup,2023-01-11
236,login,2023-01-11
236,view_product,2023-01-11
237,signup,2023-06-27
237,login,2023-06-27
237,view_product,2023-06-28
238,signup,2023-05-31
238,login,2023-05-31
238,view_product,2023-06-01
238,add_to_cart,2023-06-02
239,signup,2023-06-08
240,signup,2023-02-11
240,login,2023-02-12
240,view_product,2023-02-12
240,add_to_cart,2023-02-12
240,purchase,2023-02-12
241,signup,2023-04-09
241,login,2023-04-09
241,view_product,2023-04-10
241,add_to_cart,2023-04-11
241,purchase,2023-04-11
242,signup,2023-01-07
242,login,2023-01-07
242,view_product,2023-01-09
242,add_to_cart,2023-01-10
243,signup,2023-05-24
243,login,2023-05-26
243,view_product,2023-05-28
243,add_to_cart,2023-05-29
243,purchase,2023-05-30
244,signup,2023-03-31
244,login,2023-03-31
244,view_product,2023-04-02
244,add_to_cart,2023-04-03
245,signup,2023-04-22
245,login,2023-04-23
246,signup,2023-03-01
246,login,2023-03-03
246,view_product,2023-03-05
246,add_to_cart,2023-03-06
246,purchase,2023-03-06
247,signup,2023-04-23
247,login,2023-04-23
247,view_product,2023-04-24
247,add_to_cart,2023-04-25
248,signup,2023-01-02
248,login,2023-01-02
248,view_product,2023-01-03
248,add_to_cart,2023-01-03
249,signup,2023-05-09
249,login,2023-05-09
249,view_product,2023-05-11
249,add_to_cart,2023-05-12
249,purchase,2023-05-12
250,signup,2023-02-17
250,login,2023-02-17
250,view_product,2023-02-19
250,add_to_cart,2023-02-20
251,signup,2023-05-20
251,login,2023-05-22
252,signup,2023-02-06
252,login,2023-02-08
253,signup,2023-06-09
253,login,2023-06-09
253,view_product,2023-06-11
253,add_to_cart,2023-06-11
253,purchase,2023-06-12
254,signup,2023-01-09
254,login,2023-01-10
254,view_product,2023-01-12
254,add_to_cart,2023-01-13
254,purchase,2023-01-13
255,signup,2023-04-09
255,login,2023-04-11
256,signup,2023-05-27
256,login,2023-05-29
256,view_product,2023-05-31
257,signup,2023-02-17
257,login,2023-02-18
257,view_product,2023-02-18
258,signup,2023-05-11
259,signup,2023-05-28
259,login,2023-05-30
259,view_product,2023-06-01
259,add_to_cart,2023-06-01
260,signup,2023-06-01
260,login,2023-06-03
260,view_product,2023-06-04
260,add_to_cart,2023-06-04
261,signup,2023-02-23
261,login,2023-02-24
261,view_product,2023-02-25
261,add_to_cart,2023-02-25
261,purchase,2023-02-25
262,signup,2023-04-30
262,login,2023-04-30
262,view_product,2023-04-30
262,add_to_cart,2023-04-30
262,purchase,2023-04-30
263,signup,2023-06-10
263,login,2023-06-11
263,view_product,2023-06-12
264,signup,2023-06-01
264,login,2023-06-03
264,view_product,2023-06-03
265,signup,2023-04-26
265,login,2023-04-28
265,view_product,2023-04-29
265,add_to_cart,2023-04-29
266,signup,2023-03-16
266,login,2023-03-16
266,view_product,2023-03-17
266,add_to_cart,2023-03-17
267,signup,2023-04-23
267,login,2023-04-24
267,view_product,2023-04-25
267,add_to_cart,2023-04-25
267,purchase,2023-04-25
268,signup,2023-06-13
269,signup,2023-06-15
269,login,2023-06-15
269,view_product,2023-06-16
269,add_to_cart,2023-06-17
270,signup,2023-04-14
270,login,2023-04-15
270,view_product,2023-04-17
270,add_to_cart,2023-04-17
270,purchase,2023-04-17
271,signup,2023-03-25
271,login,2023-03-27
271,view_product,2023-03-29
271,add_to_cart,2023-03-30
271,purchase,2023-03-30
272,signup,2023-04-22
272,login,2023-04-23
273,signup,2023-04-09
274,signup,2023-06-02
275,signup,2023-04-03
276,signup,2023-05-26
276,login,2023-05-28
276,view_product,2023-05-28
277,signup,2023-05-08
277,login,2023-05-10
277,view_product,2023-05-12
278,signup,2023-04-20
279,signup,2023-03-23
279,login,2023-03-23
279,view_product,2023-03-24
279,add_to_cart,2023-03-25
279,purchase,2023-03-25
280,signup,2023-02-23
280,login,2023-02-25
280,view_product,2023-02-27
280,add_to_cart,2023-02-27
280,purchase,2023-02-27
281,signup,2023-06-12
281,login,2023-06-14
281,view_product,2023-06-16
281,add_to_cart,2023-06-17
282,signup,2023-06-18
282,login,2023-06-18
282,view_product,2023-06-19
282,add_to_cart,2023-06-20
282,purchase,2023-06-20
283,signup,2023-06-10
283,login,2023-06-11
283,view_product,2023-06-11
283,add_to_cart,2023-06-12
283,purchase,2023-06-13
284,signup,2023-03-09
284,login,2023-03-10
284,view_product,2023-03-12
285,signup,2023-02-02
285,login,2023-02-03
285,view_product,2023-02-03
285,add_to_cart,2023-02-04
285,purchase,2023-02-05
286,signup,2023-05-22
286,login,2023-05-23
286,view_product,2023-05-24
286,add_to_cart,2023-05-24
287,signup,2023-01-21
287,login,2023-01-21
287,view_product,2023-01-21
288,signup,2023-02-17
288,login,2023-02-17
288,view_product,2023-02-18
288,add_to_cart,2023-02-19
288,purchase,2023-02-19
289,signup,2023-05-28
289,login,2023-05-28
289,view_product,2023-05-28
290,signup,2023-05-08
290,login,2023-05-10
290,view_product,2023-05-12
290,add_to_cart,2023-05-13
290,purchase,2023-05-14
291,signup,2023-05-16
291,login,2023-05-18
291,view_product,2023-05-19
291,add_to_cart,2023-05-20
291,purchase,2023-05-20
292,signup,2023-05-15
293,signup,2023-05-25
293,login,2023-05-26
294,signup,2023-05-08
294,login,2023-05-08
294,view_product,2023-05-09
294,add_to_cart,2023-05-10
295,signup,2023-02-02
295,login,2023-02-02
295,view_product,2023-02-02
296,signup,2023-06-25
296,login,2023-06-26
296,view_product,2023-06-27
297,signup,2023-04-25
297,login,2023-04-27
297,view_product,2023-04-29
297,add_to_cart,2023-04-29
297,purchase,2023-04-30
298,signup,2023-04-29
298,login,2023-04-30
298,view_product,2023-04-30
298,add_to_cart,2023-04-30
298,purchase,2023-04-30
299,signup,2023-01-22
299,login,2023-01-24
299,view_product,2023-01-24
299,add_to_cart,2023-01-25
300,signup,2023-06-07
300,login,2023-06-08
300,view_product,2023-06-08
300,add_to_cart,2023-06-09
300,purchase,2023-06-10
301,signup,2023-02-07
301,login,2023-02-07
301,view_product,2023-02-08
301,add_to_cart,2023-02-09
301,purchase,2023-02-09
302,signup,2023-04-19
302,login,2023-04-19
302,view_product,2023-04-19
302,add_to_cart,2023-04-19
303,signup,2023-02-20
303,login,2023-02-21
303,view_product,2023-02-22
303,add_to_cart,2023-02-23
304,signup,2023-01-08
304,login,2023-01-10
304,view_product,2023-01-10
305,signup,2023-01-27
305,login,2023-01-28
306,signup,2023-01-27
306,login,2023-01-29
306,view_product,2023-01-30
306,add_to_cart,2023-01-31
307,signup,2023-01-21
307,login,2023-01-23
308,signup,2023-01-30
308,login,2023-01-30
308,view_product,2023-01-30
309,signup,2023-04-07
309,login,2023-04-08
309,view_product,2023-04-10
310,signup,2023-01-28
310,login,2023-01-28
311,signup,2023-04-21
311,login,2023-04-23
312,signup,2023-03-02
312,login,2023-03-02
312,view_product,2023-03-03
312,add_to_cart,2023-03-04
312,purchase,2023-03-04
313,signup,2023-02-17
313,login,2023-02-17
314,signup,2023-05-27
314,login,2023-05-27
314,view_product,2023-05-28
314,add_to_cart,2023-05-28
315,signup,2023-01-04
315,login,2023-01-05
316,signup,2023-02-04
317,signup,2023-02-18
318,signup,2023-01-17
318,login,2023-01-17
318,view_product,2023-01-19
318,add_to_cart,2023-01-20
318,purchase,2023-01-21
319,signup,2023-06-21
319,login,2023-06-23
319,view_product,2023-06-24
320,signup,2023-06-07
320,login,2023-06-07
320,view_product,2023-06-09
320,add_to_cart,2023-06-09
320,purchase,2023-06-10
321,signup,2023-02-15
322,signup,2023-04-27
322,login,2023-04-29
322,view_product,2023-05-01
322,add_to_cart,2023-05-01
322,purchase,2023-05-02
323,signup,2023-01-06
323,login,2023-01-06
324,signup,2023-04-09
324,login,2023-04-10
324,view_product,2023-04-10
325,signup,2023-05-04
326,signup,2023-02-06
326,login,2023-02-06
326,view_product,2023-02-07
326,add_to_cart,2023-02-07
327,signup,2023-01-24
327,login,2023-01-26
327,view_product,2023-01-28
328,signup,2023-04-03
328,login,2023-04-05
329,signup,2023-02-15
329,login,2023-02-16
330,signup,2023-04-05
330,login,2023-04-05
330,view_product,2023-04-06
331,signup,2023-04-09
331,login,2023-04-10
331,view_product,2023-04-10
331,add_to_cart,2023-04-10
331,purchase,2023-04-11
332,signup,2023-04-26
332,login,2023-04-27
332,view_product,2023-04-28
333,signup,2023-06-09
333,login,2023-06-10
333,view_product,2023-06-10
333,add_to_cart,2023-06-11
333,purchase,2023-06-12
334,signup,2023-06-10
334,login,2023-06-12
334,view_product,2023-06-13
335,signup,2023-03-08
335,login,2023-03-10
335,view_product,2023-03-10
335,add_to_cart,2023-03-11
336,signup,2023-05-08
336,login,2023-05-10
336,view_product,2023-05-12
337,signup,2023-01-18
337,login,2023-01-20
337,view_product,2023-01-20
338,signup,2023-01-25
338,login,2023-01-26
